time,Tsurf,Psurf,cloud,vapour,u_wind,v_wind,dust,temp
2017-03-27 14:03:03,-11399.813541317073,207719.2841068241,-6.177622989350858,3.9087403216844994,7259.735542155627,-4125.201163426417,339.85533652112764,16331.464901167383
2017-03-27 16:06:17,-13455.218304373495,210190.1723626947,-5.119052221285229,4.056083496127318,7500.374925854517,-4210.7178595400555,345.1222630105054,16053.020208994021
2017-03-27 18:09:31,-14926.128143213557,206607.03858727217,-3.686525873487248,4.077631828992139,7402.75140901159,-4309.6753602241,348.12233802594625,15373.367140560149
2017-03-27 20:12:45,-14541.965617176602,205446.45504295346,-2.9521646197465374,4.060943845772332,7311.766306326633,-4223.551476225788,357.0750411800743,15146.049128470893
2017-03-27 22:15:59,-12130.87045186784,203871.95788629042,-2.946919337755625,3.9423601535716637,7199.928762822635,-3940.8859700368075,346.37060210388785,15223.363583851176
2017-03-28 00:19:13,-10170.476695531248,206992.49885140077,-3.5831341358728577,3.864297930878046,7205.93516115094,-3869.1457344691835,333.1455748832983,15467.560075827123
2017-03-28 02:22:27,-9200.254523444777,207234.9512816634,-4.435240375618032,3.7979349138488883,7197.668089908089,-3898.832391756818,323.6257562307569,15709.511591287046
2017-03-28 04:25:41,-8711.58981807198,205262.13688468694,-5.370002672748664,3.747067674169117,7131.739700339455,-3925.110077410897,326.88581577889835,16089.95343951279
2017-03-28 06:28:55,-8999.006453765058,204942.83495405928,-6.287202537658753,3.6942389357868444,7031.963695950978,-4098.314432599437,330.41912748153715,16189.378506489595
2017-03-28 08:32:09,-9163.531448586513,203737.3045538222,-6.865899168532226,3.695939983211494,6927.448353202893,-4088.098019146584,341.78550070958477,16430.280600473478
2017-03-28 10:35:23,-9082.477931664125,201916.7228935915,-7.0092758222198155,3.679738327755593,6845.3862305949115,-4030.134713519049,343.52709128041084,16450.412172790613
2017-03-28 12:38:37,-9411.841747435983,204196.3083822771,-7.007254800657854,3.694655001106603,6936.456194920701,-4102.761598097001,339.4752727886715,16355.29081069741
2017-03-28 14:41:51,-11513.71801978795,207565.03233322044,-6.116331314284556,3.910609720329374,7236.09511776065,-4100.931074870641,339.96744456982975,16221.585030828159
2017-03-28 16:45:05,-13508.305400750121,210821.34241464204,-4.990278395125088,4.057427318473985,7508.381707288636,-4202.207016240951,344.450704388674,15936.846674914557
2017-03-28 18:48:19,-14959.285483496029,206969.8589350481,-3.3612355908600238,4.0782576491953355,7415.535073030945,-4317.20527466863,345.7036567727596,15226.875652612624
2017-03-28 20:51:33,-14647.642868170366,205323.04128670122,-2.416551772874951,4.056780483074038,7309.888407487622,-4233.309151743173,351.1326441892421,14852.027704997949
2017-03-28 22:54:47,-12253.391654737325,203440.32823082397,-2.5778577555356144,3.94455729139448,7180.6394769103135,-3918.557112587091,343.6487185758072,14997.041462489191
2017-03-29 00:58:01,-10206.0057547446,206776.81760192718,-3.4750641566092146,3.8787741130964744,7198.5286703503125,-3841.230083626905,334.80309948761527,15442.169651001499
2017-03-29 03:01:15,-9157.22037222363,206163.21770287273,-4.545337288832248,3.8092714704046875,7173.753018880027,-3844.7797816483935,325.84251660054525,15808.404300644697
