time,Tsurf,Psurf,cloud,vapour,u_wind,v_wind,dust,temp
2017-06-19 23:11:07,186.93568,761.93146,0.009149947,0.012952432,1.6363738,2.6865098,0.23462161,193.4836
2017-06-20 01:14:21,183.23302,763.63293,0.02107916,0.012963964,1.7884337,3.5956044,0.199789,192.48793
2017-06-20 03:17:35,189.03246,764.5148,0.027741693,0.012974837,2.3826723,5.135364,0.21004783,190.00989
2017-06-20 05:20:49,221.62273,767.7222,0.03425531,0.013409921,1.8241603,8.5549,0.23945895,186.86748
2017-06-20 07:24:03,256.77963,759.9544,0.027804218,0.012746427,-2.3751554,8.998412,0.2594275,183.69585
2017-06-20 09:27:17,268.31134,745.727,0.016754242,0.012256776,-4.8592606,6.250056,0.28814673,183.56062
2017-06-20 11:30:31,264.60538,734.3354,0.011018275,0.01240303,-4.182948,2.7217898,0.28152254,184.61989
2017-06-20 13:33:45,240.6799,730.8586,0.01343118,0.012040959,-3.930022,-0.8188185,0.26564673,184.27005
2017-06-20 15:36:59,213.86067,741.483,0.03541682,0.012017283,-3.183161,-1.9937488,0.25036842,182.3528
2017-06-20 17:40:13,201.09915,755.0017,0.05148307,0.012451609,-1.146752,-1.3899405,0.2431174,181.80672
2017-06-20 19:43:27,195.26001,764.5762,0.044880044,0.012810705,1.1343774,-0.22025709,0.25224712,184.52515
2017-06-20 21:46:41,190.99382,768.74695,0.03223663,0.013098958,2.378487,1.0278131,0.24559069,188.38516
2017-06-20 23:49:55,186.5285,769.9094,0.025613632,0.013232334,2.5881915,2.1054442,0.22050783,190.72691
2017-06-21 01:53:09,182.75237,770.6157,0.02693103,0.013205958,2.5535996,3.0503707,0.19327585,190.6398
2017-06-21 03:56:23,187.38051,771.3505,0.031806916,0.013156151,3.138196,4.5488744,0.20284133,188.64236
2017-06-21 05:59:37,218.65193,774.2894,0.037216116,0.013564208,2.8717473,7.762529,0.23109122,185.99171
2017-06-21 08:02:51,254.9156,767.0093,0.03216563,0.012991015,-1.1019455,8.260294,0.24639753,183.17496
2017-06-21 10:06:05,267.967,752.91864,0.022542581,0.012429159,-4.004723,5.636785,0.27229246,182.90295
2017-06-21 12:09:19,265.16614,741.5154,0.016513275,0.012544977,-3.6489758,2.3421419,0.26479596,183.89944
2017-06-21 14:12:33,242.5686,737.71405,0.01809494,0.0122036375,-3.5859606,-0.92228895,0.24697033,183.55128
2017-06-21 16:15:47,214.95563,747.55054,0.038154118,0.012105028,-3.0790644,-2.1064112,0.2330865,181.57161
2017-06-21 18:19:01,201.35478,761.26965,0.05439032,0.012546116,-1.1430023,-1.5479212,0.22346678,180.71239
2017-06-21 20:22:15,195.18193,771.33026,0.047276486,0.012925507,1.1621343,-0.43560657,0.23271987,183.16487
2017-06-21 22:25:29,190.84921,775.8758,0.03365285,0.013222933,2.4783597,0.7853623,0.22769126,187.00371
2017-06-22 00:28:43,186.39822,777.04785,0.026260564,0.01334938,2.7278614,1.8519878,0.20430739,189.50053
2017-06-22 02:31:57,182.44878,777.69147,0.027345397,0.013307365,2.676447,2.7844956,0.17690964,189.62448
2017-06-22 04:35:11,185.82895,778.4928,0.032067493,0.0132351,3.2281833,4.1688385,0.18261674,187.81483
2017-06-22 06:38:25,214.84627,781.6149,0.03695961,0.013631625,3.192837,7.2628145,0.21224183,185.38977
2017-06-22 08:41:39,252.14719,775.58246,0.032751884,0.013195881,-0.5064351,8.105542,0.22737461,182.79085
2017-06-22 10:44:53,266.96518,761.31854,0.023540802,0.01254372,-3.8110838,5.665561,0.25409955,182.36295
2017-06-22 12:48:07,265.1925,749.67786,0.017171977,0.012639142,-3.683399,2.5125518,0.24810171,183.37454
2017-06-22 14:51:21,244.40274,745.3425,0.018181808,0.01235171,-3.638386,-0.62891567,0.22852555,183.12817
2017-06-22 16:54:35,216.15828,753.8119,0.036406327,0.0121781025,-3.2079532,-2.0331147,0.21829522,181.22942
2017-06-22 18:57:49,201.65814,767.64014,0.053951938,0.012635102,-1.2955713,-1.5968555,0.20706008,180.12968
2017-06-22 21:01:03,195.13177,778.295,0.04780523,0.013044861,1.0482994,-0.5704953,0.21669623,182.2914
2017-06-22 23:04:17,190.73386,783.41504,0.03426988,0.013366016,2.4567795,0.60459393,0.21302435,186.05325
2017-06-23 01:07:31,186.32126,784.72455,0.026623402,0.013503247,2.7658432,1.6440911,0.19076881,188.6631
2017-06-23 03:10:45,182.24335,785.3173,0.027708592,0.013460943,2.706416,2.5537086,0.16274004,188.97427
2017-06-23 05:13:59,184.37956,786.17365,0.03251009,0.013378136,3.206188,3.8173516,0.16392156,187.33061
2017-06-23 07:17:13,210.62653,789.38495,0.0369742,0.013749704,3.3896072,6.7515197,0.19482616,185.0796
2017-06-23 09:20:27,248.75914,784.84534,0.033645578,0.013481919,0.041700818,8.008738,0.21024555,182.6875
2017-06-23 11:23:41,265.7161,770.33563,0.024570297,0.012740159,-3.6527286,5.7937093,0.23791635,182.07166
2017-06-23 13:26:55,265.15085,758.2119,0.017616646,0.012802222,-3.7900054,2.7696261,0.23464923,183.09843
2017-06-23 15:30:09,246.48782,753.2228,0.017882964,0.012579846,-3.7406814,-0.25970072,0.2135563,182.97697
2017-06-23 17:33:23,217.7478,760.10455,0.034024585,0.012328317,-3.3793006,-1.9142067,0.20764206,181.20848
2017-06-23 19:36:37,202.18756,773.9209,0.05298715,0.012791858,-1.4969859,-1.6308302,0.19507033,179.88165
2017-06-23 21:39:51,195.23683,785.19434,0.04811784,0.013236878,0.88885444,-0.7063038,0.20485143,181.72227
2017-06-23 23:43:05,190.7486,791.0039,0.03475373,0.013591068,2.4084113,0.41517353,0.2024283,185.3813
