time,Tsurf,Psurf,cloud,vapour,u_wind,v_wind,dust,temp
2017-03-30 07:46:31,262.43454,700.40326,0.04216584,0.012980892,-1.7947472,-2.5284061,0.7396411,195.5393
2017-03-30 09:49:45,240.44864,697.74744,0.054007567,0.012842968,-1.5664979,-3.9503691,0.72224617,194.5924
2017-03-30 11:52:59,217.13539,710.70605,0.046208017,0.011452137,-0.12825209,-3.2391036,0.5768322,193.24695
2017-03-30 13:56:13,205.78456,720.57306,0.036862068,0.011697429,1.2187829,-2.3176522,0.5853773,194.84555
2017-03-30 15:59:27,202.77632,732.566,0.02134097,0.012314203,2.8382123,-1.028433,0.6982092,198.73114
2017-03-30 18:02:41,202.05943,736.03107,0.003535389,0.013942315,4.011108,0.14026976,0.7482249,202.95648
2017-03-30 20:05:55,195.78171,730.648,0.01030871,0.013838741,4.8377414,1.9175363,0.68566555,201.3919
2017-03-30 22:09:09,195.73784,737.25354,0.020533117,0.013589014,4.37461,2.2663229,0.6262052,197.99794
2017-03-31 00:12:23,206.91884,729.0482,0.010397451,0.0135585265,3.8505182,5.1014385,0.63762116,196.06978
2017-03-31 02:15:37,238.31041,741.7906,0.010680207,0.012481774,1.697318,4.9162498,0.5165175,190.38864
2017-03-31 04:18:51,274.24615,723.8717,0.02149177,0.010896668,-0.8772608,6.036354,0.6439929,189.37202
2017-03-31 06:22:05,280.66318,709.0419,0.019861044,0.011718476,-1.7249624,2.6060941,0.6451711,191.86388
2017-03-31 08:25:19,261.8509,696.9,0.038917672,0.012845734,-1.7419589,-1.6437461,0.661649,194.00627
2017-03-31 10:28:33,238.52403,697.9354,0.047089726,0.012975384,-1.1945702,-3.0610945,0.61816925,193.12332
2017-03-31 12:31:47,216.4959,709.98474,0.050065458,0.011219956,-0.47332963,-2.8876414,0.46816707,190.02185
2017-03-31 14:35:01,206.29126,719.6806,0.040970504,0.01176267,0.8821197,-1.8956448,0.5115053,192.18362
2017-03-31 16:38:15,202.63145,730.5939,0.025712308,0.0122891,2.413576,-0.67455184,0.61424446,196.06166
2017-03-31 18:41:29,202.36964,735.4586,0.010286649,0.013587412,3.6389718,0.36762792,0.72602105,201.0239
2017-03-31 20:44:43,196.21402,732.0973,0.014880603,0.013248902,4.701942,2.008608,0.66112685,200.27728
2017-03-31 22:47:57,196.24521,738.2315,0.019193301,0.01314122,4.4674044,2.2370303,0.6265293,198.14922
2017-04-01 00:51:11,206.7584,729.01196,0.0069026635,0.013236379,4.1346893,5.037901,0.64102226,197.18681
2017-04-01 02:54:25,239.17694,744.13947,0.0068581817,0.012436692,1.9423153,4.6568174,0.5233853,191.64615
2017-04-01 04:57:39,275.79337,724.61566,0.023718812,0.011112958,-1.1011215,5.2702794,0.605663,188.83865
2017-04-01 07:00:53,280.67148,710.3552,0.025627604,0.011817375,-1.861861,1.3395296,0.61826044,192.05896
2017-04-01 09:04:07,262.90274,702.90314,0.037912413,0.013149029,-1.6277999,-2.5598054,0.69001293,195.20335
2017-04-01 11:07:21,240.50162,696.243,0.055796426,0.013021859,-1.7385536,-3.7192361,0.6618985,192.85454
2017-04-01 13:10:35,217.22806,710.0725,0.051802218,0.011222383,-0.60423553,-3.270195,0.46758243,190.06529
2017-04-01 15:13:49,205.39238,718.25116,0.045184348,0.01164774,0.65782756,-2.2065363,0.49608514,191.4556
2017-04-01 17:17:03,203.20135,730.6037,0.023665542,0.012386605,2.6374488,-0.9298792,0.6763014,197.85144
2017-04-01 19:20:17,202.04475,736.0351,0.008278468,0.01372557,3.9076862,0.17859975,0.76833194,202.64691
2017-04-01 21:23:31,195.73665,733.72986,0.016532645,0.013167816,4.736444,1.8100599,0.66960573,200.6698
2017-04-01 23:26:45,195.32066,737.51215,0.024682412,0.013243099,4.3839803,2.3858395,0.64342463,198.07819
2017-04-02 01:29:59,207.08228,731.7939,0.009191825,0.013247164,4.0818844,4.5350013,0.7010878,198.50096
2017-04-02 03:33:13,238.56528,741.66724,0.005372584,0.012788933,2.1633036,4.1878266,0.64680046,194.83539
2017-04-02 05:36:27,274.45096,718.9057,0.015850015,0.01131499,-0.4801646,5.290298,0.7648834,193.85652
2017-04-02 07:39:41,280.51434,709.59644,0.022897415,0.011816487,-1.5726622,1.0728699,0.7295061,195.17789
2017-04-02 09:42:55,262.3458,701.8656,0.040038887,0.013053058,-1.6310078,-2.656496,0.75017357,196.27512
2017-04-02 11:46:09,240.84258,697.9915,0.05452553,0.0130082555,-1.5412056,-3.8197625,0.74251646,194.82828
2017-04-02 13:49:23,218.83047,710.254,0.050482996,0.011331037,-0.46132192,-3.247883,0.56127125,192.14343
2017-04-02 15:52:37,206.20709,722.83386,0.04637873,0.011441346,0.64129317,-2.6334841,0.5406876,192.32196
2017-04-02 17:55:51,202.9974,733.5335,0.024739647,0.012076367,2.638508,-1.2579485,0.6914476,198.1434
2017-04-02 19:59:05,201.5763,738.60693,0.006914401,0.013623068,3.8683999,0.23004079,0.76907367,202.3271
2017-04-02 22:02:19,194.83322,730.47003,0.009712855,0.013815915,5.0908413,2.5683863,0.7316265,201.79272
2017-04-03 00:05:33,193.92009,735.1309,0.019123565,0.01358693,4.6809893,2.9131556,0.6781122,198.99155
2017-04-03 02:08:47,204.8161,727.94226,0.0071738777,0.013563998,4.255351,5.129196,0.68671703,198.0344
2017-04-03 04:12:01,234.59604,739.83093,0.0010650405,0.012747037,2.5525548,5.1251564,0.63496774,194.73909
2017-04-03 06:15:15,274.43298,724.1564,0.013164643,0.011032226,-0.3651684,5.56402,0.7089744,192.75957
2017-04-03 08:18:29,280.0939,706.22906,0.014624892,0.0118797915,-1.2018018,1.7720275,0.71739507,195.96457
2017-04-03 10:21:43,261.5695,699.16473,0.029999327,0.012995652,-1.0410095,-1.75573,0.76077366,197.93436
2017-04-03 12:24:57,239.78827,710.508,0.04260193,0.0131006325,-0.6395891,-4.299309,0.7356844,197.23505
2017-04-03 14:28:11,220.13135,723.9252,0.051174957,0.01144879,-0.12063202,-5.663547,0.68194336,196.09222
2017-04-03 16:31:25,212.47168,737.1881,0.041121885,0.011501622,1.3513541,-6.100676,0.7975958,200.4884
2017-04-03 18:34:39,206.35165,740.8019,0.024410885,0.012002012,2.965069,-3.9176784,0.8664007,203.50159
2017-04-03 20:37:53,200.66197,742.97797,0.0034726756,0.013164163,4.221908,-1.0900996,0.8323113,205.18828
2017-04-03 22:41:07,193.24722,735.9802,0.0037817648,0.013542422,5.559015,1.9301829,0.7368171,203.82243
2017-04-04 00:44:21,192.39163,738.30743,0.0098944595,0.0136967255,5.293439,2.7516165,0.69701785,201.08832
2017-04-04 02:47:35,204.52498,731.8548,-0.006959246,0.013273498,5.0838227,4.3684893,0.73372865,202.22995
2017-04-04 04:50:49,234.1165,740.75,-0.013717514,0.01273857,3.3249562,3.6643922,0.65815043,199.75288
2017-04-04 06:54:03,270.41656,719.48816,-0.0057633934,0.012120564,0.7088536,3.2410085,0.6796318,198.42105
2017-04-04 08:57:17,277.75293,717.3569,0.0015814861,0.012843763,-0.024054231,-0.27860308,0.68700784,200.45776
2017-04-04 11:00:31,257.9172,709.7748,0.017809253,0.013932518,0.064672455,-3.2745323,0.6841294,200.6233
2017-04-04 13:03:45,238.10783,718.11957,0.04074126,0.013285382,-0.39753887,-5.007175,0.6442187,196.45755
2017-04-04 15:06:59,218.33049,720.7501,0.05387736,0.011839105,-0.3327386,-5.13776,0.5999258,193.69292
2017-04-04 17:10:13,211.12726,731.7517,0.03981081,0.01191343,1.2367054,-4.8157887,0.6801053,197.60089
2017-04-04 19:13:27,204.3271,734.88745,0.02016118,0.012551713,3.1245692,-2.8507047,0.80345595,202.40549
2017-04-04 21:16:41,198.99193,737.97925,0.0021956558,0.013117848,4.162665,-0.94207275,0.76205564,204.1814
2017-04-04 23:19:55,193.87073,730.81323,0.00084268337,0.014011122,5.202969,1.9710423,0.72981846,203.10437
2017-04-05 01:23:09,194.42561,733.50275,0.0062287925,0.014086469,4.899467,2.4714692,0.6944256,201.15727
2017-04-05 03:26:23,207.12997,728.05615,-0.0065653725,0.013474787,4.5831857,4.086392,0.7358832,201.92401
2017-04-05 05:29:37,237.5701,737.547,-0.013989985,0.012040782,2.9588883,3.3622925,0.62885916,199.7494
2017-04-05 07:32:51,273.53094,719.2092,-0.0008431399,0.0114791645,0.09600327,3.133415,0.6480565,196.72113
2017-04-05 09:36:05,280.01086,713.42004,0.014373044,0.012144108,-1.0211118,-0.027718963,0.6805535,197.41882
2017-04-05 11:39:19,260.80142,706.0993,0.026702572,0.013189234,-0.66830796,-2.7903872,0.7282576,199.1977
