time,Tsurf,Psurf,cloud,vapour,u_wind,v_wind,dust,temp
2018-06-05 22:11:01,0.26456562,0.39774624,0.024850167,0.29500416,0.49273777,0.5122813,0.10698461,0.55780137
2018-06-06 00:14:15,0.25567254,0.41407767,0.0062297024,0.31391507,0.571115,0.56260437,0.116390556,0.6009091
2018-06-06 02:17:29,0.2174884,0.43401438,-0.0064429976,0.3168741,0.5834067,0.59315157,0.110036045,0.6405524
2018-06-06 04:20:43,0.1444551,0.43455416,-0.012286898,0.31373698,0.6017967,0.60909945,0.105942875,0.670444
2018-06-06 06:23:57,0.10821921,0.4363886,-0.008226827,0.31195244,0.60135406,0.63072956,0.10590959,0.65288997
2018-06-06 08:27:11,0.26518244,0.4465401,0.021712847,0.3245343,0.58403623,0.6957769,0.10873822,0.6216778
2018-06-06 10:30:25,0.55398303,0.4306146,0.028101707,0.31676686,0.5541146,0.7266021,0.1051049,0.5792266
2018-06-06 12:33:39,0.84371865,0.3887331,0.013539154,0.30789486,0.49174675,0.70199674,0.11288406,0.57028294
2018-06-06 14:36:53,0.9668004,0.29054332,0.005768031,0.29686505,0.43414152,0.61017925,0.104798414,0.57886136
2018-06-06 16:40:07,0.83067036,0.24920176,0.005251657,0.29767016,0.41732678,0.52114385,0.11137031,0.5809809
2018-06-06 18:43:21,0.5723546,0.26451096,0.020610677,0.2880711,0.44420338,0.4638804,0.111529246,0.5634312
2018-06-06 20:46:35,0.35613024,0.33417085,0.039009966,0.29930773,0.46943295,0.44847387,0.10855744,0.55121076
2018-06-06 22:49:49,0.27433333,0.3980307,0.031090327,0.30557394,0.51348776,0.49277693,0.110798515,0.5479723
2018-06-07 00:53:03,0.26363432,0.41474214,0.01733281,0.31983632,0.58299387,0.5436235,0.12092991,0.5906215
2018-06-07 02:56:17,0.22127193,0.4328825,0.0017829873,0.3209128,0.59912163,0.57866967,0.11386159,0.62502503
2018-06-07 04:59:31,0.14939037,0.43200475,-0.005207453,0.31694,0.6188733,0.59414613,0.111881375,0.65709144
2018-06-07 07:02:45,0.11263385,0.43801367,-0.0022447705,0.3154267,0.61609304,0.62476754,0.11117198,0.6428323
2018-06-07 09:05:59,0.26725307,0.4485779,0.022895291,0.32255626,0.6002402,0.68614095,0.11623477,0.6127248
2018-06-07 11:09:13,0.54874796,0.43211037,0.027270937,0.32440358,0.56447506,0.7193049,0.111957595,0.5718537
2018-06-07 13:12:27,0.8367906,0.38974136,0.01871178,0.31185496,0.50435346,0.69613874,0.117002584,0.5657332
2018-06-07 15:15:41,0.9627696,0.2922632,0.010745376,0.30035177,0.44522384,0.60960066,0.11236245,0.5677084
2018-06-07 17:18:55,0.83312637,0.25257164,0.012756769,0.2965364,0.42964134,0.51942486,0.113547176,0.5679276
