time,Tsurf,Psurf,cloud,vapour,u_wind,v_wind,dust,temp
2017-03-26 09:17:47,227.9085,712.4284,0.07704957,0.0113820145,0.575348,-5.3517456,0.5747525,189.98108
2017-03-26 11:21:01,209.82446,718.20953,0.058173172,0.011453512,0.73750603,-3.9583313,0.76714873,192.05406
2017-03-26 13:24:15,210.3754,725.08014,0.052192073,0.010912847,5.024962,-1.8937737,0.71625113,192.3611
2017-03-26 15:27:29,211.10178,731.49023,0.01443949,0.011034298,4.661472,-1.788768,0.73012686,195.8595
2017-03-26 17:30:43,204.2357,728.8883,-0.0018452128,0.011295802,4.9851623,-0.3872742,0.64817387,196.85315
2017-03-26 19:33:57,202.12804,723.0909,0.051799033,0.01123748,4.8555927,-0.2930036,0.6473973,196.70233
2017-03-26 21:37:11,205.93893,740.2038,0.0011672751,0.011263832,3.4584844,1.3727491,0.6735975,195.7355
2017-03-26 23:40:25,232.7083,733.26215,0.03412152,0.010947012,4.583627,4.298673,0.5865354,189.65521
2017-03-27 01:43:39,263.43027,716.2918,0.05177398,0.010953968,2.5613668,-0.7218495,0.6663262,188.60654
2017-03-27 03:46:53,284.18478,704.3568,0.03137767,0.010628378,0.5963333,-1.4297922,0.64767987,190.6676
2017-03-27 05:50:07,270.2951,687.14197,0.008128977,0.010332649,-1.7589164,-4.2076216,0.66551375,192.38647
2017-03-27 07:53:21,244.57338,683.41034,-0.008940064,0.009282871,1.7054001,-5.7033277,0.54558206,186.70036
2017-03-27 09:56:35,227.3095,711.86414,0.07484099,0.011073402,0.33518595,-5.3004737,0.58406997,189.50133
2017-03-27 11:59:49,209.37524,717.724,0.05692136,0.011147826,0.57638663,-3.8527396,0.7771541,191.67593
2017-03-27 14:03:03,210.00757,724.5449,0.05252869,0.010602526,4.862354,-1.7214634,0.72636455,191.971
2017-03-27 16:06:17,210.69644,731.0744,0.015262922,0.010726698,4.4941125,-1.5606682,0.7393909,195.48294
2017-03-27 18:09:31,203.92102,728.49896,-0.0023921102,0.010991391,4.777554,-0.12969255,0.65848434,196.61224
2017-03-27 20:12:45,201.95226,722.8434,0.04964215,0.010944609,4.5938377,-0.04954291,0.65781903,196.49274
2017-03-27 22:15:59,205.94589,740.07214,-0.0015806888,0.010991534,3.090153,1.6183988,0.6843588,195.55377
2017-03-28 00:19:13,233.20386,732.7095,0.031338576,0.0106763365,4.2210455,4.697636,0.59833604,189.48116
2017-03-28 02:22:27,263.99316,715.2599,0.049897287,0.010678357,2.1287792,-0.28837323,0.6794658,188.4307
2017-03-28 04:25:41,284.30865,703.5016,0.030349923,0.0103611965,0.17905529,-1.0970925,0.6636396,190.40494
2017-03-28 06:28:55,270.25244,686.4719,0.007919518,0.010083998,-2.010806,-3.9345438,0.68287206,192.04037
2017-03-28 08:32:09,244.25455,682.9832,-0.008980804,0.009050115,1.5016148,-5.6215053,0.56279546,186.28752
2017-03-28 10:35:23,226.88974,710.63086,0.08004742,0.011028564,-0.19955608,-4.9924455,0.5904045,187.66086
2017-03-28 12:38:37,208.48872,715.6148,0.061903927,0.011023775,0.10128845,-3.4895256,0.77950376,189.89789
2017-03-28 14:41:51,209.09576,722.1425,0.05892891,0.010462777,4.4253254,-1.2860936,0.7279399,190.09921
2017-03-28 16:45:05,209.85918,728.83344,0.019941384,0.010601411,4.097231,-1.1406817,0.7395117,193.59737
2017-03-28 18:48:19,203.14021,726.35895,0.00024330555,0.010896329,4.398174,0.22123095,0.6604863,194.94278
2017-03-28 20:51:33,201.1177,721.08765,0.050236322,0.010870176,4.21081,0.2172814,0.66171616,194.95448
2017-03-28 22:54:47,205.06422,738.41614,-0.0006603971,0.010945079,2.674983,1.9059018,0.6887937,194.11469
2017-03-29 00:58:01,232.7574,730.9528,0.032431755,0.010633378,3.7545917,5.3038597,0.6052148,188.09001
2017-03-29 03:01:15,263.84277,713.463,0.052305035,0.010647072,1.5321769,0.5247013,0.68723327,187.0165
2017-03-29 05:04:29,284.0209,702.1808,0.033765256,0.010316555,-0.5464686,-0.44094476,0.6706531,188.84988
2017-03-29 07:07:43,270.09085,685.4142,0.011535461,0.010058265,-2.6529772,-3.3865128,0.687958,190.30035
2017-03-29 09:10:57,243.86633,681.32794,-0.0066442476,0.008952268,0.9144503,-5.415714,0.5494626,184.1079
2017-03-29 11:14:11,227.09096,710.3305,0.08369176,0.011212757,-0.25256738,-4.781767,0.5900587,187.22612
2017-03-29 13:17:25,208.6292,715.1346,0.06563221,0.011188115,0.02205772,-3.27928,0.77814204,189.41998
2017-03-29 15:20:39,209.20572,721.45496,0.06208005,0.010610037,4.373868,-1.1135218,0.7251083,189.57695
2017-03-29 17:23:53,209.86769,728.0358,0.021410683,0.0107432455,4.0529623,-1.037696,0.7346076,193.07703
2017-03-29 19:27:07,202.8788,725.41864,0.0009896826,0.011029916,4.3747187,0.27258858,0.653256,194.42319
2017-03-29 21:30:21,200.55553,720.1739,0.050716605,0.010991481,4.1771507,0.2541551,0.65312314,194.42354
2017-03-29 23:33:35,204.4096,737.53186,-0.00020200018,0.011046646,2.6779025,1.9595363,0.67823434,193.53502
2017-03-30 01:36:49,232.30582,730.1012,0.032541938,0.010722462,3.742316,5.419118,0.59196526,187.45021
2017-03-30 03:40:03,263.68283,712.619,0.051711842,0.010722105,1.4513514,0.65311563,0.671074,186.34421
2017-03-30 05:43:17,284.05548,701.26746,0.032521054,0.01036856,-0.72258687,-0.32885158,0.6499101,188.15201
2017-03-30 07:46:31,270.0354,684.3079,0.00970424,0.010093799,-2.892387,-3.3317242,0.6641329,189.54095
2017-03-30 09:49:45,243.59843,679.8367,-0.0087754605,0.008948148,0.6921495,-5.4107184,0.52015996,183.20457
